
38.5 44.9
37.6 44.0
38.6 45.0
38.5 45.1
40.7 46.9
5.5 5.0
39.5 45.6
5.5 5.0
38.6 45.2
38.2 44.4
2.2 2.3
38.4 44.4
38.9 45.3
5.5 5.0
39.8 46.1
38.4 44.9
36.4 43.2
38.4 44.5
39.2 45.4
37.1 43.6
37.1 43.9
2.2 2.3
39.8 46.0
31.0 36.7
38.4 44.5
5.6 5.0
39.2 45.4
5.5 4.9
36.4 43.2
41.6 47.6
39.2 45.4
37.1 43.2
13.8 13.3
35.5 41.9
37.9 43.8
5.6 5.0
40.5 46.6
5.6 5.0
13.7 13.3
39.2 45.6
5.5 4.9
38.2 44.7
37.8 44.0
37.8 44.0
39.6 45.8
37.1 43.7
11.8 11.8
38.4 44.8
39.5 46.1
36.8 42.8
