
37.8 44.1
38.5 44.5
36.8 43.1
40.1 45.8
41.0 47.2
36.9 43.1
39.1 45.1
38.8 45.2
37.7 44.1
38.0 43.8
38.8 45.3
38.0 44.1
38.2 44.4
38.3 44.4
38.5 44.6
37.8 43.9
37.4 44.4
37.0 43.7
39.2 45.3
5.6 5.0
37.7 43.9
36.6 42.8
38.6 44.5
39.7 45.7
37.6 43.7
39.2 45.7
5.6 5.0
5.6 5.0
38.8 45.2
38.7 45.0
37.9 44.2
37.6 43.6
39.4 46.2
37.9 44.2
34.9 41.4
38.8 44.6
40.2 45.7
35.9 42.7
12.8 12.5
38.3 44.5
37.8 44.0
40.1 46.3
5.6 5.0
5.4 4.8
5.4 4.8
5.4 4.8
5.4 4.8
5.4 4.8
5.4 4.8
5.4 4.8
